"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","geodeticDatum","decimalLatitude","decimalLongitude","coordinateUncertainty","elevation","elevationUncertainty","samplingProtocolVersion","collectDate","subplotID","sampleType","samplingMethod","vstTag","tagID","individualID","taxonID","scientificName","plantStatus","clipCellNumber","clipID","clipLength","clipWidth","percentCoverClip","sampleID","subsample1Height","subsample2Height","subsample3Height","chlorophyllSampleID","collectedBy","recordedBy","remarks","dataQF"
"d78d7132-bf3c-465d-9013-371a33ace74a","ORNL_046.basePlot.cfc","D07","ORNL","ORNL_046","tower","deciduousForest","WGS84",35.964422,-84.285887,20.1,338.8,0.18,"NEON.DOC.001024vD","2017-06-08T16:28Z","39","Woody individual","line launcher","Y","04841","NEON.PLA.D07.ORNL.04841","NYSY","Nyssa sylvatica Marshall","Live",NA,NA,NA,NA,NA,"vOIarzMvGlgxOaVJyQsDKzwAJs1YhXkUcaTjtKPcrIs=",15.8,NA,NA,"vOIarzMvGlgxOaVJyQsDKzwAJs1YhXkUr/K+HKYDANY=","o8zDrSGfNRHXTwkNXPAdRAjPrJVp6LTtS+vSpO9tqxI=","xvXXx2Yfvlgbr4WjL8siVejDyLo38hAGJ4Ae5VMHZ/o=","",NA
"c1ea060b-9623-4c66-be0b-c1c8c65eb103","LENO_002.basePlot.cfc","D08","LENO","LENO_002","distributed","woodyWetlands","WGS84",31.806907,-88.19388,20.2,10.9,0.29,"NEON.DOC.001024vE","2018-04-30T13:45Z","40","Woody individual","line launcher","Y","00025","NEON.PLA.D08.LENO.00025","QUPH","Quercus phellos L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zu6wELocwde+/e4kF0nGU+nmQtv5AD+dGE=",25.4,NA,NA,"jmTOfpHQ+Zu6wELocwde+/e4kF0nGU+nC2WomXrlRnI=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"1e70618e-5bd5-4eb8-80ca-390c0cb58539","LENO_002.basePlot.cfc","D08","LENO","LENO_002","distributed","woodyWetlands","WGS84",31.806907,-88.19388,20.2,10.9,0.29,"NEON.DOC.001024vE","2018-04-30T13:52Z","32","Woody individual","pole pruner","Y","00016","NEON.PLA.D08.LENO.00016","CACA18","Carpinus caroliniana Walter","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zs4NEObMcDzaIoO8CfwakDsmkZxSxwNdgA=",6.2,NA,NA,"jmTOfpHQ+Zs4NEObMcDzaIoO8CfwakDshfIO5Cj4k0SkKsbMu5//fg==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"a8980a06-1bd4-4ecd-aacf-dcbdd4bcbc4f","LENO_002.basePlot.cfc","D08","LENO","LENO_002","distributed","woodyWetlands","WGS84",31.806907,-88.19388,20.2,10.9,0.29,"NEON.DOC.001024vE","2018-04-30T13:53Z","23","Woody individual","line launcher","N","11695Z","NEON.PLA.D08.LENO.11695Z","QULA3","Quercus laurifolia Michx.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZvOX2S8lAccGJa18svFuxN01YsjwkiC7dg=",19,NA,NA,"jmTOfpHQ+ZvOX2S8lAccGJa18svFuxN0ruSVx/ZbB6A5vzevyHm3FQ==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"bf84bd97-8525-453b-bd8f-43bb74194ec6","LENO_003.basePlot.cfc","D08","LENO","LENO_003","distributed","deciduousForest","WGS84",31.808316,-88.188214,20.2,10.3,0.24,"NEON.DOC.001024vE","2018-04-30T14:00Z","23","Woody individual","line launcher","N","11696Z","NEON.PLA.D08.LENO.11696Z","CELA","Celtis laevigata Willd.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZsC6pxjw40+2QROAm+wKVDo3IJ0O65Cozo=",15.5,NA,NA,"jmTOfpHQ+ZsC6pxjw40+2QROAm+wKVDolW5YDel1PiQ=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"4bdeb465-e77b-45f2-83d1-cac298c8eeba","LENO_003.basePlot.cfc","D08","LENO","LENO_003","distributed","deciduousForest","WGS84",31.808316,-88.188214,20.2,10.3,0.24,"NEON.DOC.001024vE","2018-04-30T14:04Z","40","Woody individual","line launcher","Y","00065","NEON.PLA.D08.LENO.00065","QUPA5","Quercus pagoda Raf.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Ztml3RyqHAM47/kc4bIqcXHVBsYAVP+djA=",26.2,NA,NA,"jmTOfpHQ+Ztml3RyqHAM47/kc4bIqcXHF0BI9E8GHBUIVxMPOmfp8A==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"c6ed5c42-ead2-4904-bb17-f47dbb752e7a","LENO_003.basePlot.cfc","D08","LENO","LENO_003","distributed","deciduousForest","WGS84",31.808316,-88.188214,20.2,10.3,0.24,"NEON.DOC.001024vE","2018-04-30T14:04Z","41","Woody individual","line launcher","Y","00079","NEON.PLA.D08.LENO.00079","QUPA5","Quercus pagoda Raf.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Ztml3RyqHAM4zkaZGsMbcD9NbqY+hoW6XU=",18.6,NA,NA,"jmTOfpHQ+Ztml3RyqHAM4zkaZGsMbcD9o71YZVhnqDGIuYAvVRk6Uw==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"d5336336-031d-472a-bd2c-37ab1ea4ef00","LENO_006.basePlot.cfc","D08","LENO","LENO_006","distributed","woodyWetlands","WGS84",31.814261,-88.18736,20.2,11.6,0.19,"NEON.DOC.001024vE","2018-04-30T14:07Z","32","Woody individual","line launcher","Y","00652","NEON.PLA.D08.LENO.00652","QUMI","Quercus michauxii Nutt.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZujS97ycDDHCeDyKa+NA8/B8fBKwrsjba4=",20.9,NA,NA,"jmTOfpHQ+ZujS97ycDDHCeDyKa+NA8/BR7yiKDgHokU=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"2037d461-6406-4238-a0bf-ca2bbbfdf8b6","LENO_006.basePlot.cfc","D08","LENO","LENO_006","distributed","woodyWetlands","WGS84",31.814261,-88.18736,20.2,11.6,0.19,"NEON.DOC.001024vE","2018-04-30T14:08Z","31","Woody individual","line launcher","Y","00647","NEON.PLA.D08.LENO.00647","QUMI","Quercus michauxii Nutt.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZujS97ycDDHCRr6ASzhDgigxldA8k0Ey64=",20.4,NA,NA,"jmTOfpHQ+ZujS97ycDDHCRr6ASzhDgig8No0JwCDGEY=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"e96498de-6746-4bd7-8f87-d604497190ca","LENO_006.basePlot.cfc","D08","LENO","LENO_006","distributed","woodyWetlands","WGS84",31.814261,-88.18736,20.2,11.6,0.19,"NEON.DOC.001024vE","2018-04-30T14:09Z","41","Woody individual","line launcher","Y","00667","NEON.PLA.D08.LENO.00667","QUPA5","Quercus pagoda Raf.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZsZiNJZ+ry4Tg3iRxQW9Fte1dNlh4YbNOU=",29.8,NA,NA,"jmTOfpHQ+ZsZiNJZ+ry4Tg3iRxQW9FteAIW0i1mqjmgZOJqIBYr6qQ==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"0c043501-a620-4933-b3da-a2f2a4c370a2","LENO_009.basePlot.cfc","D08","LENO","LENO_009","distributed","woodyWetlands","WGS84",31.811628,-88.181313,20.2,15.4,0.3,"NEON.DOC.001024vE","2018-05-01T14:36Z","32","Woody individual","line launcher","Y","01206","NEON.PLA.D08.LENO.01206","CACA18","Carpinus caroliniana Walter","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zt2bvUWjRF9Xpj6WgYC3yen/bXvZZuzsN0=",10.4,NA,NA,"jmTOfpHQ+Zt2bvUWjRF9Xpj6WgYC3yenPD645veCjdpvHQ1gnHkOQw==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"2c69fe9a-95a5-4906-aac7-6a6e1daead0e","LENO_009.basePlot.cfc","D08","LENO","LENO_009","distributed","woodyWetlands","WGS84",31.811628,-88.181313,20.2,15.4,0.3,"NEON.DOC.001024vE","2018-05-01T14:47Z","41","Woody individual","line launcher","N","11697Z","NEON.PLA.D08.LENO.11697Z","LIST2","Liquidambar styraciflua L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZsGk4OODq6BqkGdtQOgMiJWjSJxCk5Z8ps=",21.4,NA,NA,"jmTOfpHQ+ZsGk4OODq6BqkGdtQOgMiJWe329mbfawgvCKHcIOp163A==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"752191de-55fb-48c4-8e7a-2217431f8f7f","LENO_009.basePlot.cfc","D08","LENO","LENO_009","distributed","woodyWetlands","WGS84",31.811628,-88.181313,20.2,15.4,0.3,"NEON.DOC.001024vE","2018-05-01T14:54Z","32","Woody individual","line launcher","Y","01202","NEON.PLA.D08.LENO.01202","QUPA5","Quercus pagoda Raf.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zt0x+TEWDGkLRJrf/WzHMuDBsNTMsnFqps=",25.4,NA,NA,"jmTOfpHQ+Zt0x+TEWDGkLRJrf/WzHMuD/rWJnVeiXn1dRIOBwUgPmg==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"b86c5ce3-f5c9-4496-9934-f78ed481c07a","LENO_007.basePlot.cfc","D08","LENO","LENO_007","distributed","deciduousForest","WGS84",31.812513,-88.202235,20.3,13.8,0.33,"NEON.DOC.001024vE","2018-05-02T14:57Z","40","Woody individual","line launcher","Y","00773","NEON.PLA.D08.LENO.00773","QULA3","Quercus laurifolia Michx.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZsZMjJ+IBWsbRvFmYm1hO1J1tDtfAKAgPM=",18.3,NA,NA,"jmTOfpHQ+ZsZMjJ+IBWsbRvFmYm1hO1JxcmjxmALE0twnEvelohAuQ==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"e91a731a-aee4-414f-9536-fa507a8aff73","LENO_007.basePlot.cfc","D08","LENO","LENO_007","distributed","deciduousForest","WGS84",31.812513,-88.202235,20.3,13.8,0.33,"NEON.DOC.001024vE","2018-05-02T14:58Z","41","Woody individual","pole pruner","Y","00799","NEON.PLA.D08.LENO.00799","LIST2","Liquidambar styraciflua L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZtF6/ER24Aek3DXLf9pG2Cvz3xw95hmPDk=",7.2,NA,NA,"jmTOfpHQ+ZtF6/ER24Aek3DXLf9pG2CvYepb9k5otG60//hnZNRbKg==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"ff08d802-f4ae-46c5-96ba-cd7cb4aed109","LENO_007.basePlot.cfc","D08","LENO","LENO_007","distributed","deciduousForest","WGS84",31.812513,-88.202235,20.3,13.8,0.33,"NEON.DOC.001024vE","2018-05-02T15:01Z","31","Woody individual","line launcher","Y","00752","NEON.PLA.D08.LENO.00752","QULA3","Quercus laurifolia Michx.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZsZMjJ+IBWsbWMUZZWtI1HZxMr3IcHkPKU=",11.6,NA,NA,"jmTOfpHQ+ZsZMjJ+IBWsbWMUZZWtI1HZ9u01A9Ke+jlk2ZhAxKhKAA==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"77b6bf13-ab50-4e26-9c0b-ff5aa30d1106","LENO_005.basePlot.cfc","D08","LENO","LENO_005","distributed","woodyWetlands","WGS84",31.827863,-88.181486,20.2,13.3,0.27,"NEON.DOC.001024vE","2018-05-02T15:07Z","41","Woody individual","line launcher","Y","00178","NEON.PLA.D08.LENO.00178","PLOC","Platanus occidentalis L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZvRAXq72i02G0RXVXFHpQVhdatGKlsB3Oc=",22.5,NA,NA,"jmTOfpHQ+ZvRAXq72i02G0RXVXFHpQVhRqnfL7nvqOQ=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"4d756bfe-5397-4b16-9a8e-171ba6ecb048","LENO_005.basePlot.cfc","D08","LENO","LENO_005","distributed","woodyWetlands","WGS84",31.827863,-88.181486,20.2,13.3,0.27,"NEON.DOC.001024vE","2018-05-02T15:08Z","41","Woody individual","line launcher","Y","00190","NEON.PLA.D08.LENO.00190","PLOC","Platanus occidentalis L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZvRAXq72i02G7YjWbh0/3KhgzlbiozSO/A=",18.6,NA,NA,"jmTOfpHQ+ZvRAXq72i02G7YjWbh0/3KhtkxTczXFbto=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"a0dde148-b051-4c67-9737-a41a39943e0b","LENO_005.basePlot.cfc","D08","LENO","LENO_005","distributed","woodyWetlands","WGS84",31.827863,-88.181486,20.2,13.3,0.27,"NEON.DOC.001024vE","2018-05-02T15:09Z","41","Woody individual","pole pruner","N","11698Z","NEON.PLA.D08.LENO.11698Z","QUPA5","Quercus pagoda Raf.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZvRE8fwY+qiR6/7GF7acZ5DFKbf4swOhB0=",7.8,NA,NA,"jmTOfpHQ+ZvRE8fwY+qiR6/7GF7acZ5DOIoVMoKoKUJ9U5mdcvnNZQ==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"0c45e8f1-1d26-4788-9d74-aeae3303559b","LENO_011.basePlot.cfc","D08","LENO","LENO_011","distributed","woodyWetlands","WGS84",31.825951,-88.183041,20.2,16.7,0.23,"NEON.DOC.001024vE","2018-05-02T15:12Z","41","Woody individual","line launcher","Y","00256","NEON.PLA.D08.LENO.00256","CELA","Celtis laevigata Willd.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZuD7DuvLcKVc/1VgjgdC1KO0P5JSX0cvQY=",8.6,NA,NA,"jmTOfpHQ+ZuD7DuvLcKVc/1VgjgdC1KOVcBU3pRD2Y4=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"9e0d58c0-6eb4-4cc1-93b3-68ebf8ef878d","LENO_011.basePlot.cfc","D08","LENO","LENO_011","distributed","woodyWetlands","WGS84",31.825951,-88.183041,20.2,16.7,0.23,"NEON.DOC.001024vE","2018-05-02T15:14Z","41","Woody individual","line launcher","N","11699Z","NEON.PLA.D08.LENO.11699Z","LIST2","Liquidambar styraciflua L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZttOXF8LzuQVdFotMwbuf4r1G7GYptgTLE=",10.2,NA,NA,"jmTOfpHQ+ZttOXF8LzuQVdFotMwbuf4rU7pcmMW2IHiJIYiaPHMWfQ==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"a706789b-d0d1-4b13-b956-ae43b5f06515","LENO_011.basePlot.cfc","D08","LENO","LENO_011","distributed","woodyWetlands","WGS84",31.825951,-88.183041,20.2,16.7,0.23,"NEON.DOC.001024vE","2018-05-02T15:17Z","31","Woody individual","line launcher","Y","00240","NEON.PLA.D08.LENO.00240","QUPH","Quercus phellos L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZtNTZjs21STxVgIN+md4HfSCulb34hdZC4=",17,NA,NA,"jmTOfpHQ+ZtNTZjs21STxVgIN+md4HfStYP1epEv14M=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"4ce410b8-addc-411c-b94c-2c1e239301e9","LENO_004.basePlot.cfc","D08","LENO","LENO_004","distributed","woodyWetlands","WGS84",31.821088,-88.182303,20.2,12.4,0.58,"NEON.DOC.001024vE","2018-05-02T15:18Z","21","Woody individual","pole pruner","N","11700Z","NEON.PLA.D08.LENO.11700Z","CELA","Celtis laevigata Willd.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZsCSA2uuyjAWCGEpom5WtPrzGW1sKge0fs=",6.5,NA,NA,"jmTOfpHQ+ZsCSA2uuyjAWCGEpom5WtPrOSx2YGbtQ1Y=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"cda3c6de-87c8-4ffa-a908-dc00c0da4e55","LENO_004.basePlot.cfc","D08","LENO","LENO_004","distributed","woodyWetlands","WGS84",31.821088,-88.182303,20.2,12.4,0.58,"NEON.DOC.001024vE","2018-05-02T15:22Z","39","Woody individual","line launcher","N","01203Z","NEON.PLA.D08.LENO.01203Z","QUPH","Quercus phellos L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zs0U8A3Bxm5r02i8gNnQQB0B9XHi54eqGo=",19,NA,NA,"jmTOfpHQ+Zs0U8A3Bxm5r02i8gNnQQB0V17Do5DIeZY=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"a824950d-4330-4331-83c7-99a17a2a3a63","LENO_004.basePlot.cfc","D08","LENO","LENO_004","distributed","woodyWetlands","WGS84",31.821088,-88.182303,20.2,12.4,0.58,"NEON.DOC.001024vE","2018-05-02T15:25Z","40","Woody individual","pole pruner","Y","00305","NEON.PLA.D08.LENO.00305","CACA18","Carpinus caroliniana Walter","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZvN4Ah30O6EPPm/rFdIPnm1PhMP1vSqZpE=",5.4,NA,NA,"jmTOfpHQ+ZvN4Ah30O6EPPm/rFdIPnm1839DmLpwjV0ccwoyndR+XA==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","BAPHqkFAAcxWh7OUuCxaQ/y/2/YuoCfRmHwCznLmIAE=",NA,NA
"0926cb52-0b6d-4ff3-b244-2e944ef1c432","LENO_063.basePlot.cfc","D08","LENO","LENO_063","tower","deciduousForest","WGS84",31.85541,-88.160398,20.2,12.1,0.32,"NEON.DOC.001024vE","2018-05-07T17:21Z","39","Woody individual","pole pruner","Y","08521","NEON.PLA.D08.LENO.08521","CACA18","Carpinus caroliniana Walter","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZthGyV09AHY9uCNnNTjQnMceZ320+Fmcwk=",4.7,NA,NA,"jmTOfpHQ+ZthGyV09AHY9uCNnNTjQnMcqI4B5HIioXbQWiiMzFBbxA==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
"f24cee55-adf6-4d17-aeea-8ead802457ed","LENO_063.basePlot.cfc","D08","LENO","LENO_063","tower","deciduousForest","WGS84",31.85541,-88.160398,20.2,12.1,0.32,"NEON.DOC.001024vE","2018-05-07T18:22Z","39","Woody individual","line launcher","Y","08527","NEON.PLA.D08.LENO.08527","LIST2","Liquidambar styraciflua L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zt6E43sjfdM78457RTgshDXeCz+ZvS6xGI=",16.3,NA,NA,"jmTOfpHQ+Zt6E43sjfdM78457RTgshDXx/8DPlL4dBz/rUmNaMpehg==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
"fd6be39e-d3c7-4693-8ad0-09b527175d6e","LENO_063.basePlot.cfc","D08","LENO","LENO_063","tower","deciduousForest","WGS84",31.85541,-88.160398,20.2,12.1,0.32,"NEON.DOC.001024vE","2018-05-07T18:40Z","39","Woody individual","line launcher","Y","08530","NEON.PLA.D08.LENO.08530","LIST2","Liquidambar styraciflua L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zt6E43sjfdM7/K6oyuf6wUYfMG2Q62BwxE=",17.5,NA,NA,"jmTOfpHQ+Zt6E43sjfdM7/K6oyuf6wUYDHFaZlk/WWC8HK4AVW5Fww==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
"1f073022-8143-4279-b62f-21588fd27cfc","LENO_064.basePlot.cfc","D08","LENO","LENO_064","tower","deciduousForest","WGS84",31.854294,-88.160718,20.1,12.4,0.13,"NEON.DOC.001024vE","2018-05-07T20:02Z","41","Woody individual","line launcher","Y","08444","NEON.PLA.D08.LENO.08444","ULAM","Ulmus americana L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zu0u/oXwnPihXIZAg1bnCmza9yUoBdPbk0=",7,NA,NA,"jmTOfpHQ+Zu0u/oXwnPihXIZAg1bnCmzhv6603maqpY=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
"e4b82672-3c70-442e-8ed3-edfbd370f159","LENO_064.basePlot.cfc","D08","LENO","LENO_064","tower","deciduousForest","WGS84",31.854294,-88.160718,20.1,12.4,0.13,"NEON.DOC.001024vE","2018-05-07T20:38Z","41","Woody individual","line launcher","Y","08458","NEON.PLA.D08.LENO.08458","LIST2","Liquidambar styraciflua L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZsgIjag6hsyJhKyUKh5lckYk0mn75GAjKQ=",10.7,NA,NA,"jmTOfpHQ+ZsgIjag6hsyJhKyUKh5lckYZZR4usvFr2DGRoc9rKsl5A==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
"b5077dca-e4d7-42b0-b258-ca1b36f9de7d","LENO_064.basePlot.cfc","D08","LENO","LENO_064","tower","deciduousForest","WGS84",31.854294,-88.160718,20.1,12.4,0.13,"NEON.DOC.001024vE","2018-05-07T21:56Z","41","Woody individual","line launcher","Y","08425","NEON.PLA.D08.LENO.08425","QUNI","Quercus nigra L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZthBTYF6lnCHeY3fZ7NuNHpdbYdgNj4ihM=",19.5,NA,NA,"jmTOfpHQ+ZthBTYF6lnCHeY3fZ7NuNHpvWLUc+T8Jbg=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
"45bb848f-f5a6-48bf-8330-aa3010248173","LENO_012.basePlot.cfc","D08","LENO","LENO_012","distributed","woodyWetlands","WGS84",31.808121,-88.179966,20.2,10.8,0.47,"NEON.DOC.001024vE","2018-05-08T14:40Z","40","Woody individual","line launcher","Y","00631","NEON.PLA.D08.LENO.00631","QUNI","Quercus nigra L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zt5OT/G06Pds9Z4ITHmVvdgo0UdUFMGBLA=",23.7,NA,NA,"jmTOfpHQ+Zt5OT/G06Pds9Z4ITHmVvdgu2+V/c7j8MM=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
"f01ed229-5d43-410b-9d9c-31c1e4455602","LENO_012.basePlot.cfc","D08","LENO","LENO_012","distributed","woodyWetlands","WGS84",31.808121,-88.179966,20.2,10.8,0.47,"NEON.DOC.001024vE","2018-05-08T15:05Z","23","Woody individual","line launcher","N","01186Z","NEON.PLA.D08.LENO.01186Z","ULAM","Ulmus americana L.","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+Zty0lbBchDNAv+Px7cFenVNiBt2JYFVfMM=",12.5,NA,NA,"jmTOfpHQ+Zty0lbBchDNAv+Px7cFenVNigz0S3Rk7Kw=","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
"feefcbdf-5ec6-4dac-99d8-6be681106a67","LENO_012.basePlot.cfc","D08","LENO","LENO_012","distributed","woodyWetlands","WGS84",31.808121,-88.179966,20.2,10.8,0.47,"NEON.DOC.001024vE","2018-05-08T15:33Z","40","Woody individual","clippers","Y","00621","NEON.PLA.D08.LENO.00621","CACA18","Carpinus caroliniana Walter","Live",NA,NA,NA,NA,NA,"jmTOfpHQ+ZttpAhTtR0rIm4ydM96AJdQItyiYWRSehM=",2.3,NA,NA,"jmTOfpHQ+ZttpAhTtR0rIm4ydM96AJdQlMrPfd+kT7pTBr0xvZCkVw==","bmECNxKFORJ43CkPOK/jz5baIMG9fVgNDZtuMGOxgY0=","ZEw83eKjbdVwmzbrK6rIvBJKEPCDjgcrm+1HylQByNc=",NA,NA
